product_code,naics_code,raw_annotations,product_text
B07Q1HVZJ8,311320,"['311320', '311320', '311320', '311920', '311920']","AmazonFresh Colombia Whole Bean Coffee Medium Roast 32 Ounce Pack of 1

Balanced fullbodied medium roast with a smooth finish
Three 12ounce bags of whole bean coffee
100 Arabica coffee grown in Colombia
Roasted and packed in the USA
Shown as a serving suggestion"
B005GMDRRU,311330,"['311320', '311330', '311320', '311330', '311330']","Van Houtte Swiss Water Decaf Kcup Coffee 24 Count
Includes Van Houtte Swiss Water Decaf Kcup Coffee 24 Count Packaging May Vary An aromatic and smooth coffee with sweet earthy flavours and enticing nutty notes The most fantastic decaf youve ever tasted by farpPLEASE NOTE THE PACKAGING CHANGE DUE TO A RECENT PACKAGING CHANGE THE GRAPHICAL DESIGN OF THE KCUP LIDS MAY VARY SLIGHTLY FROM IMAGE THE PRODUCT INGREDIENTS ROAST AMOUNT OF GRINDS ETC HAVE NOT CHANGED AND ARE EXACTLY THE SAME AS THIS PRODUCT HAS ALWAYS BEENp
Includes Van Houtte Swiss Water Decaf Kcup Coffee 24 Count Packaging May Vary
Brewing occurs inside the KCup so no flavor residue is left behind to spoil the next cup
The KCup pack is a patented airtight container that locks out oxygen light and moisture while locking in freshness and flavor
Each KCup brews perfect individual servings Packaging May Vary
PLEASE NOTE THE PACKAGING CHANGE DUE TO A RECENT PACKAGING CHANGE THE GRAPHICAL DESIGN OF THE KCUP LIDS MAY VARY SLIGHTLY FROM IMAGE THE PRODUCT INGREDIENTS ROAST AMOUNT OF GRINDS ETC HAVE NOT CHANGED AND ARE EXACTLY THE SAME AS THIS PRODUCT HAS ALWAYS BEEN"
B07VFXBRV5,311330,"['311330', '311330', '311320', '311911', '311340', '-1', '311340']","SOUR PATCH KIDS Soft  Chewy Candy 24  2 oz Bags

Twentyfour 2 oz bags of SOUR PATCH KIDS Soft  Chewy Candy
Assorted fruit flavors offer a variety of options that are SOUR SWEET GONE
Soft and chewy candies have the traditional SOUR PATCH KIDS shape for a hint of mischief
Bring this SOUR THEN SWEET candy to parties holidays movies and more
Sealed bag keeps this assorted candy flavorful and soft"
B00MVKQ3U8,311920,"['311920', '311920', '311920', '311920', '327212', '0']","ESP Tea Emporium Ayurvedic Unlimited Mind Tea Gift Package 4 Count

ESP Emporiums exclusive gift package includes four airtight tea tins in a gift box and the following naturally caffeinefree stimulating and balancing Ayurveda herbal tea blends AntiStrain Balance Stimulating and Yoga
Great gift for tea connoisseurs and beginners
According to Ayurveda teaching AntiStrain tea supports the Dosha Vata Balance  the Dosha Pita Stimulating  the Dosha Kapha
No flavors added Approximately 40 servings of tea per 100 grams tin
Each package contains 100 grams 353 oz per tea tin of 4 teas as described"
B00I8GLZHK,335211,"['-1', '335211', '335211', '335211', '-1']","Stove Top Traditional Sage Stuffing Mix 6 oz Box

Tastes like its made from scratch
Quicker and easier to prepare than homemade stuffing
Ready in just 5 minutes
Versatile pantry staple can be enjoyed as stuffing or as an ingredient in many dishes
110 calories per serving 6 servings per package"
B00AB9A0T6,311320,"['311514', '311320', '311320', '311330', '311514', '311330', '311320', '311514', '311320', '311230', '311330', '311330', '311320', '311320', '311514']","Orgain Nutrition Shake  Mocha  11 oz  4 ct
Enjoy the taste of an iced coffee with the nutrients of fruits and veggies with Orgain Organic Nutritional Shake Iced Cafe Mocha Each serving of this glutenfree shake delivers 16 grams of organic protein 24 vitamins and minerals and 10 certified organic fruits and veggies with organic complex carbs for sustained energy
pIced Cafe MochanbspOrganic Nutritional Shake from Orgainp
pMade with certified organic fruits and veggiesp
pWith 16 grams of organic proteinp
Gluten Free Organic
"
B01I9U91MU,325412,"['325412', '325412', '311340', '325412', '311340']","TYLENOL Sinus Congestion  Pain Severe Caplets Daytime NonDrowsy 24 EA Pack of 3
Qty is 3 pk Tylenol Sinus Congestion and Pain Severe  24 Caplets Temporarily relieves these symptoms associated with hay fever or other respiratory allergies and the common cold sinus congestion and pressure headache nasal congestion minor aches and pains
Qty is 3 pk Tylenol Sinus Congestion and Pain Severe  24 Caplets
Temporarily relieves these symptoms associated with hay fever or other respiratory allergies and the common cold sinus congestion and pressure headache nasal congestion minor aches and pains
24 Caplets perpk

"
B08R5D1MYK,311514,"['311514', '311514', '-1', '311514', '311514']","Orgain Grass Fed Clean Protein Shake Vanilla Bean  Meal Replacement Ready to Drink Gluten Free Soy Free Kosher NonGMO 11 oz 12 Count

Includes 12 11 ounce ready to drink orgain clean protein grass fed creamy chocolate fudge nutritional protein shakes
20 grams of 100 percent New Zealand sourced grass fed milk protein 3 grams of dietary fiber low net carbs 140 calories per serving
Gluten free soy free kosher vegetarian friendly non GMO carrageenan free Free of all artificial colors flavors and preservatives Free of rBST steroids antibiotics medications
A perfect way to supplement protein in your diet and reduce cravings and hunger Good source of calcium and complete protein in each serving
Ideal for healthy on the go nutrition for men and women These are great for meal replacement a quick breakfast or snack weight management weight gain or loss building lean muscle muscle recovery and pre or post workouts"
B07MBZXQW5,311340,"['-1', '311340', '311320', '311340']","Posture Corrector For Women And Men  Free Neck BraceBrace Thoracic KyphosisAdjustable Correct BraceShoulder BraceLower And Upper Back Pain ReliefCOMFORTABLE EASY TO WEAR
Whether you are running out the door to pick up the kids or running your first marathon the Luna Bar has the energy you need and the taste you want to keep you going till your next meal Known as the womens line of Clif Bar Luna Bar is entirely natural and 70 organic AAA no high fructose corn syrup here It is low in sugar and high in fiber helping you feel fuller longer without a sugar crash The Luna Bar tastes like a guilty pleasure without any of the impending remorse And for all of you men out there No you will not grow breasts if you eat onebr br bProduct Featuresbul styleliststyletype disc marginleft 25pxliServings 15 Bars to a boxliliServing Size 1 BarliliCalories 190liliCarbohydrates 27gliliSugars 14gliliFat 6gliliProtein 9gliliOther Sodium 125mg potassium 180mg fiber 4gliliWeight 169oz 48gliliRecommended Use Climbing hiking biking sports anytimeliliIngredients Caramel Nut Brownie LunaPro cocoa soy rice crisp soy protein isolate organic rice flour alkalized cocoa organic toasted oats organic roasted soybeans organic soy flour organic flaxmeal organic brown rice syrup organic caramel organic evaporated cane juice organic brown rice syrup cocoa butter water soy protein concentrate natural flavors salt organic soy lecithin organic coating organic evaporated cane juice organic palm kernel oil organic cocoa organic soy lecithin organic vanilla walnuts inulin chicory extract vegetable glycerin organic unsweetened chocolate organic cocoa organic cocoa processed with alkali organic chocolate flavor sea saltliliCountry of Origin Chinaliul
LunaNutrition Bar for Women Peanut Honey Pretzel
natural bars
nutritional bars
Luna
"
B00DRE0SPI,325199,"['325412', '325199', '325199', '325612']","Nivea Deodorant fresh natural 150 ml
pNatÃ¼rliches FrischgefÃ¼hl den ganzen Tag  mit Meeresextrakten 48h effektiver DeoSchutz Ohne Aluminiumsalze und Farbstoffep
150 ml spray
Country of origin Germany
Please read all label information on delivery

"
B0010B5A3U,311111,"['311111', '311412', '311412', '311111', '311111']","Fancy Feast Gourmet Salmon Feast Cat Food 3 oz

100 complete and balanced



"
B07L9WPL9B,311514,"['311991', '0', '322215', '311514', '311514']","Gerber Purees My 1st Vegetables Box of 6 2 Ounce Tubs Pack of 2

Single vegetable starter kit Start your babys lifelong love of vegetables with these single veggie baby foods in trial size 1ounce tubs that are perfect for first tastes  checking for food sensitivities without much waste
First veggie sampler pack This special single fruit sampler pack includes tubs of carrot green bean  sweet potato plus a stepbystep feeding guide  a coupon to move on to Gerber 1st foods fruits  vegetables
Pureed goodness Introduce your little one to the goodness of fruits veggies  other wholesome ingredients Our baby food is lovingly made  quality tested before its good enough to be called Gerber
Gerber goodness Our foods start with whole ingredients like real fruits veggies  grains to help nourish your baby right from the start from infant formula to baby food to snacks  toddler food
Nutrition for growing Like your baby were always growing  learning More than ever were committed to being your partner in parenthood with quality ingredients nutritious food  expert guidance"
B01BW3YD8S,311340,"['311514', '316219', '311514', '311340', '311340', '311340']","Cerave Baby Moisturizing Cream 5 Ounce Pack of 2
2 pack of CeraVe moisturizing cream for baby 5 oz




"
B002LN8UKQ,313111,"['313111', '-1', '113210', '313111', '313111']","Natures Gate Shamp Noursh Hemp Argan

0919811



"
B08QLDGLRJ,311930,"['311930', '311930', '311930', '311920', '311999', '311313']","Torani Syrup Vanilla 254 Ounces Pack of 4

VANILLA SYRUP Theres nothing hohum about this original leading ladynothing beats the original Inspired by premium vanilla flavor its clean pure  creamy  that spells delicious every time
GOLD STANDARD OF FLAVOR Made with pure cane sugar natural flavors  coldfiltered water Torani Original Syrups provide goldstandard flavors  vibrant colors to create amazing drink experiences Comes in a shatterproof plastic bottle
EMBRACE YOUR INNER FLAVORISTA Torani makes a wide array of syrups  sauces in tantalizing flavors to help you create your own homemade coffeehouse favorites fruity delights  custom soda creations
AUTHENTIC COFFEEHOUSE FLAVOR From caramel to French vanilla to hazelnut everything in betweenour syrups  sauces are here to help you create tantalizing lattes cappuccinos cold brews  frappes
MIX UP SOME MAGIC Discover how our syrups can help you make truly creative flavored teas lemonades smoothies Italian sodas coffees cocktails mocktails snow cones sparkling waters  more"
B0777X9MFN,311911,"['311911', '311919', '311911', '311312', '-1']","Wickedly Prime Pea Crisps Snack Pack 075 Ounce 12 Pack

One 075ounce snack pack
90 calories per pack
2g of fiber per serving
Packed on shared equipment with milk
An Amazon brand"
B07PRVW237,311942,"['-1', '311942', '311711', '311941', '311942']","La Choy Original Stir Fry Sauce and Marinade 14 Ounce 12 Pack





"
B089NF9HP2,311612,"['311612', '311612', '311340', '311812', '311612', '311812', '311812', '311320']","Signature Jelly Belly Jelly Beans 4Pound

The package length of the product is 114 centimeters
The package width of the product is 122 centimeters
The package height of the product is 213 centimeter
Country of origin is United States
"
B07CX4Z82T,311230,"['311230', '311230', '311230', '311911', '311230']","Apple Cinnamon Cheerios Cereal Gluten Free 201 oz

CEREAL Wholesome breakfast thats a good source of iron and calcium
GLUTEN FREE Gluten free and simply made without artificial flavors or colors Good source of iron and calcium
WHOLE GRAIN Made with 100 whole grain oats and fortified with 12 essential vitamins and minerals
HEART HEALTHY Three grams of soluble fiber daily from whole grain oat foods like Cheerios cereal in a diet low in saturated fat and cholesterol may reduce the risk of heart disease Cheerios cereal provides 1 gram per serving
BOX CONTAINS 1 box 201 oz"
